x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
1.078102218250289,1.0780872130484656,1.0780721952021954,1.0780569181731756,1.0780418404802998,1.0780265660795891,1.0780115836694926,1.077996383150777,1.0779811898634526,1.0779660287304362,1.077950882230654,1.077935787889146,1.0779205461430168,1.0779054314188374,1.0778903143001155,1.0778752718529052,1.077860038670275,1.0778447563626756,1.0778295536952276,1.0778144398359892,1.077799363917219,1.0777841204349337,1.077769085628457,1.077753850645444,1.0777386929334947,1.0777235352251602,1.0777084574659865,1.0776932332736777,1.0776779050551404,1.0776627310473634,1.0776475792219518,1.077632392963745,1.0776170888624677,1.0776018568756585,1.0775865507487141,1.0775714850155247,1.0775562147522673,1.0775412229945043,1.0775260869104812,1.0775109107085292,1.0774958688533205,1.0774807519730216,1.0774656607892412,1.0774503348261182,1.0774351248091831,1.0774199578686314,1.07740494525842,1.0773899087309806,1.077374813956497,1.07735952387755,1.0773444410594786,1.0773299856864558,1.0773173009902879,1.0773078413305939,1.0773018698264742,1.0772989345491735,1.077297841213613,1.077297776058232,1.0772976427475534,1.0772976147346454
1.0815781060003973,1.0815455848895377,1.0815109935809917,1.0814767547611264,1.0814425417055258,1.0814085163103668,1.081374143845105,1.081339589088703,1.0813060502478982,1.0812723261455557,1.0812375733664688,1.081203334944741,1.0811693033019132,1.0811347582262163,1.0811009809042678,1.0810669686069925,1.0810329597696244,1.0809984564415158,1.0809641407689567,1.0809297886912994,1.0808957082076904,1.080861391396026,1.0808274549546817,1.080793057584911,1.0807589185335649,1.080724272732007,1.0806900027030388,1.0806554478470534,1.080620829758657,1.0805864685797202,1.0805525642072351,1.0805181704852236,1.0804838244065431,1.0804496564464343,1.0804148035111485,1.0803809094138517,1.080346870642309,1.0803123710114186,1.0802780309784368,1.0802439311707446,1.0802096117064353,1.0801746652532815,1.080140401281949,1.0801062420954741,1.0800715307157225,1.08003714942996,1.0800027528519913,1.0799685535708934,1.0799344452749542,1.0799003524491357,1.0798656978666161,1.0798339280449645,1.0798062190325364,1.0797848163557338,1.0797713535450828,1.0797637971688923,1.0797608482785745,1.0797603135753082,1.0797603417272605,1.0797605065031801
1.0691417941301684,1.0691232140688864,1.0691043047210098,1.0690853295982075,1.0690664792462194,1.0690472634234103,1.0690282871880836,1.0690091604928966,1.068989803253271,1.0689704377878613,1.0689511225383896,1.0689318442752413,1.068912591692938,1.068893314886197,1.0688737714243546,1.0688544847055834,1.0688353197652394,1.0688158471634934,1.0687967876732876,1.0687779857590198,1.068758793234053,1.0687394846112213,1.0687200561984764,1.068701030600052,1.0686817812985634,1.068662876020674,1.0686434001425678,1.0686241532007024,1.0686052021184254,1.068586057742207,1.0685667872186384,1.0685475822955077,1.0685283539057386,1.0685092381261796,1.06849021124124,1.0684708791644082,1.0684517368316115,1.0684324828707992,1.0684134887488252,1.0683944546467927,1.0683751553826193,1.0683558969954285,1.0683365727202125,1.068317300294053,1.0682980711241201,1.0682790023571296,1.068259851500398,1.068240531648048,1.0682211907612584,1.0682020957148497,1.0681829622352637,1.0681644152034122,1.0681487545440096,1.0681371271619398,1.068130051467038,1.068126213177664,1.0681247723238725,1.0681243824528048,1.0681242637012085,1.0681242572397553
1.0781283327423186,1.0781134906728367,1.0780986079778203,1.0780835053738842,1.0780685640832488,1.078053444191941,1.0780386364375343,1.0780235963434508,1.0780085748832342,1.0779935557260365,1.077978597517002,1.0779636509346833,1.0779485660804966,1.077933606348145,1.0779186562615064,1.077903784095199,1.0778887070607366,1.0778735936883683,1.077858526959809,1.0778435591222888,1.0778286403630182,1.0778135452541933,1.0777986544002363,1.0777836033811883,1.077768578754246,1.0777535836860916,1.0777386435095642,1.0777235807229248,1.0777084100386694,1.077693377591633,1.0776783817158329,1.0776633475198314,1.0776482270156709,1.077633166452557,1.0776180121224754,1.0776030973422475,1.0775879900911027,1.0775731502903392,1.0775581665431437,1.0775431465384107,1.077528252317213,1.077513294136962,1.0774983691513158,1.07748320194594,1.0774681251462341,1.0774531217349055,1.0774382594256706,1.0774233781555729,1.0774084349492818,1.0773933213956755,1.0773784362745056,1.0773641892930341,1.0773516744488811,1.0773423247855478,1.0773364611015988,1.077333577817231,1.077332507927775,1.0773324562926803,1.0773323265295955,1.0773323043698533
1.081581312901841,1.0815496205372905,1.0815159291937049,1.0814825987419339,1.0814492915875147,1.081416172159713,1.081382691314547,1.081349095232231,1.0813163921072257,1.0812835524162958,1.0812497325742554,1.081216347525936,1.0811832176871956,1.081149565880917,1.0811166624146442,1.0810835470586102,1.0810504347746543,1.0810168776716729,1.0809835055820673,1.080950056202213,1.0809168281701844,1.0808834404697747,1.080850408887563,1.0808169343183789,1.0807836989353452,1.0807499760000674,1.0807165992561119,1.0806829118743242,1.0806492443799385,1.0806157947664743,1.0805827843725009,1.0805493150959016,1.0805158711710847,1.0804826098227036,1.0804486781672316,1.0804156688259599,1.0803825466621182,1.080348974087123,1.0803155546350822,1.0802823499007046,1.0802489457366757,1.0802149137678225,1.0801815307225693,1.0801483024194307,1.080114493109103,1.0800810126377611,1.0800475379953804,1.0800142018008874,1.0799810113183756,1.0799478173109136,1.0799140488197356,1.0798830814112315,1.0798560495569207,1.0798351489559814,1.0798219122119244,1.0798145219161537,1.0798116378584472,1.0798110914564458,1.079811114062053,1.0798112680450116
1.0582328381093864,1.058224789092188,1.0582164166867019,1.058208177302877,1.0581999220172125,1.0581915822602483,1.0581832874245873,1.0581749920957735,1.0581667050558459,1.058158396994179,1.0581500032290931,1.0581417474190893,1.058133487650427,1.058125072592203,1.058116807067371,1.0581085099139014,1.058100197503682,1.0580918596526236,1.0580836396397997,1.0580754533678451,1.0580672096148664,1.0580589612049665,1.058050611312694,1.0580423284584133,1.058034049706406,1.0580257571354816,1.058017420346065,1.0580091495279802,1.0580008130590774,1.0579925185154786,1.0579842403665052,1.0579759291504947,1.0579676251502546,1.057959296352414,1.0579509772378224,1.057942673357882,1.0579343872591187,1.0579260646404527,1.0579177958467305,1.0579095500819828,1.0579012322354935,1.05789288068318,1.0578845045683296,1.057876212665947,1.0578679180461934,1.0578595853937505,1.0578513591518033,1.0578430393642237,1.0578346594410057,1.0578264149314502,1.057818075144225,1.0578102981525557,1.057803498124577,1.0577983338335835,1.0577951542531114,1.0577937015069148,1.0577931841263228,1.0577930827381263,1.0577931053389564,1.0577931078844045
1.0520417977989487,1.052036804453548,1.05203166794252,1.0520264695059853,1.0520213060504073,1.052016166785749,1.0520109701704194,1.0520058095964058,1.052000613122416,1.0519954012557688,1.0519902292061,1.0519850546455332,1.0519799136729293,1.051974715390459,1.0519695375321376,1.0519643064681239,1.0519591380526114,1.0519539399890911,1.0519488059236892,1.051943623346832,1.0519384895270367,1.0519332726233603,1.0519280337280053,1.0519228516428178,1.051917621705005,1.0519124722146775,1.051907241286178,1.0519020881263843,1.0518969040702604,1.0518917340464309,1.0518865930795198,1.0518814602136146,1.0518762737713536,1.051871090377341,1.0518659539331028,1.0518608482190166,1.0518556596698796,1.0518504717174313,1.0518453487307655,1.0518401729770115,1.0518350247342123,1.0518298063969953,1.0518246285401571,1.0518194974673456,1.0518143472413575,1.0518091767369468,1.0518040312612469,1.0517988670454925,1.0517937287472707,1.0517885694975362,1.051783391297692,1.051778473358448,1.0517742928052851,1.0517714058573504,1.0517696154176546,1.0517687139625465,1.0517683574879912,1.051768314151573,1.051768282967119,1.051768239467881
1.0781777365900602,1.0781621396554952,1.0781464954955635,1.0781306367502042,1.0781149629189128,1.0780990837663522,1.078083560724193,1.0780677708166686,1.0780520242769345,1.078036263280673,1.078020578140549,1.0780048624197296,1.0779890279747057,1.0779733124182458,1.0779576401893716,1.0779420286607582,1.0779261858686229,1.077910335198859,1.0778945080782025,1.0778787820201656,1.0778631288096598,1.077847261693146,1.077831627372167,1.0778158539123575,1.0778000790416276,1.0777843506101963,1.0777686741312102,1.0777528691839497,1.0777369475504057,1.0777211401008824,1.0777053976992452,1.077689614308153,1.0776737315251022,1.0776579274090916,1.0776419978708085,1.0776263497029173,1.0776104943860352,1.0775949204130961,1.0775791955136718,1.0775634165909083,1.0775477667720335,1.077532054782048,1.0775163913158186,1.0775004488693045,1.0774846164981347,1.077468859358357,1.077453255063495,1.0774376324444908,1.0774219758345585,1.0774061040625553,1.0773904667614247,1.0773755536683807,1.0773624245148643,1.0773526226476628,1.0773465022776891,1.0773435180171729,1.0773424129442848,1.077342356545273,1.0773422184726125,1.0773422049169967
1.0563111188239453,1.0563009519425124,1.056290181684214,1.056279693999631,1.0562692984434183,1.0562588178405516,1.0562482822058068,1.0562378409899198,1.056227565239563,1.0562172229033369,1.0562067159462922,1.0561964642346828,1.0561861561157468,1.0561757234687805,1.0561652090766998,1.056154875485123,1.0561444211346227,1.0561339779242784,1.0561235915015246,1.0561132570855953,1.0561027940203256,1.0560923058673024,1.056081832763367,1.0560713324990572,1.0560610171307834,1.0560504882291653,1.0560398963108268,1.0560295578654242,1.0560190719118834,1.0560085423674148,1.055998237585996,1.0559877121613894,1.055977253796759,1.055966936544119,1.0559564916274555,1.0559460829983924,1.0559357696841185,1.0559252668463304,1.055914853563538,1.0559044299598808,1.0558939520622297,1.0558832881053042,1.0558727707318818,1.0558623843992625,1.0558518845541636,1.0558413751030722,1.0558310492684966,1.0558206013078761,1.0558102701602494,1.055799867422271,1.055789501348075,1.0557799932872913,1.0557724957478476,1.0557670896696905,1.0557638656250996,1.055762389972806,1.0557619452936204,1.0557618263542141,1.0557618925571532,1.05576189738442
1.1319926528493498,1.131972454305133,1.1319523696043423,1.1319318894012715,1.1319117565165586,1.1318912959325387,1.1318711899773222,1.1318508701428527,1.1318304756616635,1.131810218632157,1.1317899380224625,1.131769777306331,1.1317493084258385,1.1317291274090853,1.131708865576514,1.1316887162194267,1.1316682967675522,1.131647792419964,1.1316275148886699,1.1316073248884533,1.1315871793927152,1.1315668240808525,1.1315467218769488,1.131526228841222,1.131505961809033,1.131485701238697,1.1314656270015362,1.1314452492811433,1.1314246927805895,1.1314044273421726,1.1313841971044787,1.1313638724427046,1.131343286645876,1.1313228588322768,1.1313023696217688,1.1312821865510163,1.131261735853563,1.1312416759015782,1.1312214376151761,1.1312011743346742,1.1311811117875787,1.1311608792925298,1.1311406437855172,1.1311201182833053,1.1310997594988819,1.1310794617810302,1.1310594333130282,1.131039326589784,1.1310190704550442,1.1309985685582273,1.1309782931500496,1.1309587586889236,1.1309416070797385,1.1309289112473702,1.1309209008973071,1.1309171170983792,1.1309157253226665,1.1309156020325246,1.1309154072442267,1.1309153706092334
