re,im
0.9635949696314918,0.1325151854328567
0.9660750408102443,0.2957097442196619
0.9907167952608152,0.16704405488343405
0.963528897198881,0.13085620304863588
0.9657325722611474,0.28642448819352434
0.961427808452771,0.043963483011091584
0.9633756792568459,0.03265601805054547
0.96489518405826,0.1385207694549629
0.9627090835499861,0.044841252922614636
0.9253930303528783,0.16705762500526045
0.9662233595665382,0.2999809086804023
0.9252464476907191,0.16611542868723014
0.9814471188279087,0.23859836178580138
0.987465885944119,0.1839123907609812
0.9640452494622015,0.13475270616038026
0.9673894879932405,0.15849766613394767
0.9603951862568058,0.01740023780455037
0.9860964831841263,0.16062624571434567
0.9251245337307045,0.1653303081819896
0.9786023852244892,0.1728478443990692
0.9762936548475563,0.12588113822161193
0.9781246974312412,0.1706013988512982
0.966615301563966,0.09874428970522017
0.9605869908842765,0.038375444072048195
0.9806608291101049,0.229367956091224
0.9683401964404869,0.1568458860194686
0.9881911512360226,0.25048827886434144
0.9675939261211792,0.1532873549005388
0.9792367178326883,0.13919403619540727
0.9617584475315187,0.02215929071016186
0.9604657716016508,0.03868615466133905
0.9676475252390688,0.15358795513880708
0.9589990561627948,0.013959885344459216
0.9951717412952527,0.17729867365649543
0.9954951844939129,0.17934482097920407
1.0060163355118386,0.17985073240829302
0.9612980401798822,0.039981052014844386
0.985967626454162,0.15988852464695635
0.9736000521346112,0.15196889208784722
0.9790924397977352,0.13845173325213744
0.9650205462114835,0.269155022552888
0.9642388762309038,0.029401883014288633
0.9794383906540992,0.14023321473753245
0.9947575432341424,0.19306805595765061
0.9953798269056483,0.17861408290498687
0.9883789092736761,0.2526752334124253
0.9283585159941731,0.18956874846459024
0.9761073331085999,0.12498833809920147
0.9785835147855596,0.1604148758365746
0.9612980401798747,0.03998105201484404
0.9762194062285527,0.1242608330017195
0.9795247089055784,0.1406785606158994
0.9951453821437954,0.19512890055272633
0.963649605310087,0.1314593132572681
0.9507091486405946,0.054775314680525884
0.9719709250186205,0.13765319989463562
0.9686950212469704,0.15835952959370275
0.9672957498756157,0.15161884876338
0.9619687915718288,0.048302806071068786
0.9587772344432892,0.03429947790419074
0.9499427674672266,0.05205451890003757
0.9596711694088211,0.036604006083141204
0.9735069013189488,0.15122639030295476
0.9618503160150015,0.02083710584217901
0.965020546211483,0.2691550225528879
0.9623021321979165,0.12430985847601003
0.9625620259029302,0.04706177738263745
0.9602759224754899,0.01667749232362058
0.9645608134289273,0.03029011744695841
1.0062519495199278,0.028772353403635556
0.9803694070330841,0.23188978273625144
0.9836520684222785,0.14350889631839514
0.9613815640079998,0.04482359582770951
0.9511337258416566,0.05628680101802544
0.9510064418767905,0.05583336024499454
0.961240127839636,0.018734025435435887
0.9657367192589734,0.2861344041238207
0.9618724263008495,0.04807986069046033
0.9676713009630167,0.15372310822161453
0.9741329360018425,0.14715694816541608
0.9638304299816406,0.13236394573804958
0.9784603590664568,0.1726825664655167
0.9599954632986478,0.037041521122285946
1.0041311813210132,0.16714859753093828
0.995446591439565,0.1795997499598128
0.9633778338543098,0.1301022907879255
0.9707041096797739,0.13178387342095252
0.925489625134566,0.16768555058397985
0.9883039863062583,0.25180049990817566
0.9610221898167683,0.01826886004896072
0.9638003123220396,0.1322131764022048
0.9254653463989968,0.16752854556762786
0.9635288971988805,0.13085620304863585
0.9952752428959495,0.17809320541227516
0.9753344314984823,0.1540348475111042
0.9277416668271221,0.18487925116530393
0.9829485824938268,0.14248188086578212
0.9788111234834953,0.12283224281997208
0.9782447429593166,0.17134470276707753
0.9657616669134359,0.0574483081208482
0.9254167629285732,0.16721453074388487
0.9598200546231282,0.03664627904913955
0.9649363965202775,0.2678180107960149
0.9670207324999942,0.0755512973543342
0.9675581085954853,0.15296482152137234
0.9782447429593174,0.17134470276707747
0.9684216716350466,0.0632416818312374
0.9661111095357258,0.2967408023167387
1.0040073893583448,0.16642404946943648
0.9756262959551456,0.1558426160340882
0.9679796030576318,0.06086120092958273
0.9934617446128565,0.17363633678914184
0.9615840548923476,0.019468493568945797
0.9524912841300461,0.06680808113430066
0.9611449810104842,0.03963523253988531
0.9709471747803735,0.13290064951496175
0.9751473411505927,0.1529910268849798
0.9677685882314999,0.05242477901288031
0.9754144998183825,0.1544821810166806
0.961243381855297,0.03985754530014805
0.9574686285115234,0.0958613874567312
0.9607073971207292,0.038647165454802186
0.9282357536795917,0.18863097450973532
0.9950797570986133,0.19483284988036564
0.9662622082670508,0.05848828888908757
1.0073432986690203,0.18893998035866014
0.9602119051408431,0.03801681447570785
1.0068017380290226,0.18504963928425464
0.9794959436835103,0.14053011308307684
0.9775733760070083,0.13094777060110613
0.9617018696983674,0.020518724991439787
0.979500004994106,0.13994913411482177
0.995190204531979,0.19527886733968283
0.9658977117110608,0.033694789259896454
0.9638666719577786,0.13384815864230457
0.9805987891265634,0.2287784384594251
0.9784842794578912,0.17283121134830645
0.985735224553902,0.15856055104146455
0.990071359105805,0.1649036245806567
0.985864409723149,0.159298326140408
0.959227573287007,0.03531231848968807
0.9513412177655214,0.0570422847310199
1.0023184702368204,0.007638175866409161
0.9770564970217016,0.1577792784921781
0.9599470446934095,0.03732276485104055
0.9836520684222795,0.14350889631839522
0.9659856471044351,0.2932051644522244
0.9502826353736704,0.05326372179036508
0.986044962378533,0.16033116090282634
0.9639559962523937,0.1343004374187658
0.9760720315843275,0.11072108097218196
0.9815187316152737,0.1347950261968889
0.9872652463628383,0.18258705339449502
0.976911769067753,0.12767866449053444
0.9601391002127069,0.016761142079812434
0.9793520046363494,0.13978785903463772
0.9640121511943347,0.13462588417387
0.9759829653160741,0.12439311815561917
0.9612550201006115,0.04351757932660455
1.006780584320269,0.18504570660340333
0.9793422781579973,0.1394960861454207
0.9605035178180513,0.09363084143137851
0.9636496053100873,0.13145931325726817
0.9651033868884047,0.27151290455532595
0.9954490624960091,0.17905252960369936
0.9254173870874542,0.16721464427547064
0.9549991058161187,0.08141037465744055
0.9641514088215628,0.13438689857842015
0.9778727964551065,0.16911313478115272
0.9759689129149901,0.12292651001027911
0.9883789092736778,0.25267523341242565
0.9598200546231259,0.036646279049139426
0.9659369626594183,0.03413893455778361
0.9883414778186169,0.2522378747269272
0.9514256751783166,0.057344556525916295
0.9916561724638119,0.16938816425279518
0.9953554929030667,0.17874155347907222
0.980738222350147,0.23010481456756265
1.0029761815997078,0.018446774848779143
0.9833684255353391,0.1420304162563803
0.9752542952325463,0.15358750307860985
0.9675373494104059,0.15297161485888067
0.9603132269247925,0.0377578908377498
0.9807536801068446,0.2302521811125377
0.9254896251345642,0.16768555058397958
0.9593014639197319,0.01469692891070934
0.9624970328954711,0.046863282805764496
0.9875326372650729,0.18435414545299464
0.9608727864486891,0.018604961343296332
0.9625942250619719,0.04713600237433101
0.9615382110804106,0.019370564739075863
0.9675145813799972,0.06071519139945747
0.9616104962374724,0.020322797858585078
0.976916731706193,0.15691270364203502
0.9854768542154076,0.1570850008435776
0.9793520046363483,0.13978785903463747
0.9794959436835106,0.14053011308307678
0.9626406541168094,0.04464207673879171
0.9615897695514872,0.044384646026120925
0.9608959734884025,0.017999553001039087
0.9613089710895967,0.04000575332560484
0.9725568398894847,0.1473148477392979
0.9785548417217629,0.17269585171013987
0.9758273330346194,0.12364907099953107
0.976837760416294,0.1564660356735167
0.9617409160196746,0.044781068391871764
0.9650670517089744,0.26989773500235087
0.9683400120047755,0.0629442964111514
0.9619530597188918,0.021057522789070967
0.9767587215833688,0.15601935668392466
0.9504965413761322,0.054019553389694996
0.9676177435111165,0.15342251460542483
1.0088808094601016,0.19975244391688435
0.9783878862751746,0.17194595060332393
0.9638003123220396,0.13221317640220487
1.0078187957350433,0.19225658665235928
0.9910107130065463,0.16837521112698464
0.979423745535308,0.13979555626213647
0.9650763318776262,0.2700462713202702
0.9663064272002877,0.14627029922481596
0.9592408647705423,0.014474030819658472
0.966975103275579,0.14988613019757088
0.9757798592308312,0.12203361629786305
0.9788063098056274,0.13704007067852728
0.9735163401658017,0.15152022880012958
0.9662384145586111,0.30042265893255843
0.9863268033743677,0.18028764828036883
0.9784124961163204,0.1723852727096168
0.9783406462621985,0.17193932211445792
0.9252464476907191,0.16611542868723012
0.981564395822704,0.2554041429737712
0.9801869025469991,0.230121168449013
0.96604943327638,0.044942735536347755
0.9675373494104054,0.15297161485888058
0.9910437094820529,0.16897749277740978
1.0042300907690818,0.16772821495195586
0.9619873020741606,0.021130994986679728
0.9598966393730509,0.015869560191027095
0.9626273602541247,0.05001393496733218
0.9611449810104905,0.03963523253988556
0.9608168308780074,0.03889418380172636
0.9759374231731294,0.12277769682824516
0.9754957599366445,0.12069421027060126
0.9773985211195976,0.15976247409082364
0.9616184351008894,0.019541940139213492
0.9600920620467142,0.016285768217105
0.9704918395414717,0.08605268970493504
1.0067793929243125,0.18490512701180087
0.9599022028308379,0.11016117535345808
0.9254653463989986,0.16752854556762817
0.9908394995657177,0.16763461681578923
0.9808320928942733,0.154770760008605
0.9773445186943474,0.1659878617648602
0.9611369054061503,0.018513684148982443
0.9624212990058049,0.04664004671817801
0.9658715024829501,0.03417069099430558
0.983226325463555,0.14129113533836873
0.967430049122098,0.1523703978393205
0.980598789126563,0.22877843845942505
1.0080244302060335,0.19369837490790973
0.9873767842237486,0.18332336548252773
0.961641353977885,0.019590904494471807
1.0070729724518745,0.1870650755636436
0.9735811295609393,0.1513812145128955
0.9825037238482586,0.17064736329636812
0.9762626203816489,0.1257323406918231
0.9604556038463256,0.03807901931965781
1.0041311813210139,0.16714859753093828
0.9642313771984887,0.029537845372457294
0.9508337605522902,0.055228612301798534
0.9619073987076779,0.02095955976218874
0.9792318656770898,0.13904814956954886
0.9784603590664578,0.17268256646551675
0.9765851092096879,0.1550758167136884
0.9860964831841261,0.16062624571434564
0.9286437820233121,0.1917566412041365
0.9685395056282018,0.11470576938100868
0.968270530408064,0.1646171178182274
0.9637400532622947,0.13191163443406595
0.9782047300397996,0.13406821737804228
0.9829175142996666,0.14233290186087333
0.9794959436835122,0.1405301130830771
0.9860964831841266,0.16062624571434564
0.977916507530735,0.13654359342423747
0.9859676264541622,0.15988852464695635
0.9673781431894165,0.05185622912145803
0.9782810432736885,0.16496724030963886
0.9861222326457784,0.1607737863095338
0.9616485140762969,0.04650125168340984
0.9620009088122383,0.04837712096822359
0.9950076454423252,0.19482132050678275
0.9826633806454048,0.14100241213866538
0.9941340040478057,0.16824307212265946
0.9783406462621973,0.17193932211445795
0.9612433818552898,0.039857545300147776
0.9650670517089747,0.26989773500235076
0.9835670535434616,0.14306536378967008
0.9874658859441192,0.1839123907609812
0.9771347381298929,0.15822583230584944
0.9674060858628551,0.15223521498512518
0.9594710548141578,0.014963691669615782
0.9275343607784262,0.18331573949206095
0.9950492320419209,0.19511351186079523
0.9502411320673274,0.053112624190839515
0.9707724218190883,0.13400034558022356
0.9883789092736772,0.2526752334124255
0.9596896415271466,0.01542886806785199
0.9596336121202044,0.036226331570012676
0.9606397421461588,0.018014844493389644
0.9795247089055761,0.140678560615899
0.9595859189571669,0.037314188514528175
0.9612761776052563,0.03993164936112588
0.9626308065880684,0.02474427406158367
0.987599324347255,0.18479588788906195
0.9777778617366405,0.16199327715211592
0.9762626203816498,0.12573234069182324
0.985864409723149,0.15929832614040804
0.9798880648174342,0.1488435087850198
0.9285420907353132,0.19097529068806005
0.9827463475890666,0.1414452118235851
0.9266394756125147,0.17659194386673038
1.0043042004769005,0.1681629157149833
0.9910117352085569,0.16880591167278097
0.9827775507580526,0.14159421269508096
0.9720131672826675,0.10242579189500589
0.9620329540105941,0.021228957819749938
1.0064658507270403,0.18288182249801396
1.008515229355223,0.19715813005908847
0.9510453495826312,0.05598431775908046
0.9720382102229701,0.1382331756754065
0.9676177435111171,0.15342251460542494
0.9607582480770563,0.017705762861094168
0.9253438227105936,0.16674349654957377
0.967698068106636,0.1538734031621135
0.9637474622869622,0.13324510471516873
0.9782447429593161,0.1713447027670774
0.9612761776052494,0.039931649361125574
0.9805561287227602,0.16560529316221356
0.9613934184329685,0.01985746956981352
0.9860449623785319,0.16033116090282604
0.9601598502769729,0.037412058241485927
0.9673801594667303,0.05108708660602674
0.964586143187518,0.1392367471768766
0.9875993243472575,0.18479588788906218
0.966177832136078,0.29865553903800685
0.9782683627992824,0.17134801524425153
0.9617658388279379,0.047302939653382135
0.9674300491220983,0.1523703978393205
0.9282357536795884,0.1886309745097347
0.9656877042599882,0.2850992774037694
1.0043042004769,0.16816291571498326
0.9610028104499511,0.03931411258688038
0.9802630679022784,0.2308581212681328
0.9883414778186171,0.2522378747269272
0.9750134785645438,0.15224540449236604
0.9637441408535703,0.13326903136337134
0.9610793691169182,0.039487023553598545
0.9819922683318393,0.24490061928668555
0.9279275193854873,0.18628626451470667
0.9662031922922555,0.2993918775038719
0.9512144680254649,0.05658887329018565
0.9882539041679123,0.2512173084236184
1.0089212963600374,0.2000406741880746
0.9875771024563541,0.18464864177365672
1.004378248165038,0.16859760590691145
0.9658585296956353,0.03460243666402955
1.0041311813210134,0.16714859753093825
0.9627667223039132,0.04501571554140585
0.9883664387938546,0.25252944897781665
0.9753878179267771,0.15433307106393898
0.967513469512355,0.15283644522753176
0.967698068106637,0.15387340316211365
0.9762936548475557,0.12588113822161184
1.0089415298331668,0.20018478730342215
0.9619259650718271,0.048203719362720006
0.9711602816297997,0.13386792764784006
1.0043535724923554,0.16845271035227288
0.9909209253079869,0.16824340671004365
0.974456294006873,0.11563933929553043
0.9640418906271907,0.13477664002499842
0.978511915484149,0.21021803790278493
0.9918257537051949,0.18931570242453866
0.9909946172710312,0.16868386206646804
0.9640155062893279,0.1346019510299872
0.9873767842237491,0.1833233654825278
1.0082089302149437,0.19499587222251308
0.9793520046363485,0.13978785903463756
0.9256533282611258,0.169241120512706
0.9769520706548193,0.15718385615395636
0.9943285510588666,0.17554066924459205
0.9638304299816404,0.1323639457380495
0.9650670517089762,0.26989773500235137
0.9611996506641751,0.03975873973568919
0.9590079488684307,0.03481825189333487
0.9720759183770825,0.1375972747835076
0.9671385264892879,0.06012169118921386
0.9656524883959468,0.28435983716442315
0.9732995779633298,0.09846129740152304
0.9831421788032578,0.14380357875082486
0.9254167629285746,0.16721453074388504
0.9594361228950403,0.035781678213352056
0.9808448449714658,0.2317077401960521
1.0058337989097221,0.02622544310141158
0.9620108117640711,0.045499691128433155
0.9615076814203579,0.020102379429576305
0.9595922595390914,0.015409486795600396
0.9677935600273008,0.15416048023135115
0.9883789092736758,0.2526752334124252
0.950879081467386,0.05537991506091818
0.9858644097231499,0.15929832614040823
0.9650205462114839,0.26915502255288826
0.9657776166981191,0.034022626531932
0.9596336121202022,0.036226331570012586
0.9622589008224697,0.04359823979272426
0.9806608291101057,0.2293679560912242
0.976200528463227,0.1254347426403653
0.98464971916827,0.1463086826438252
0.9883664387938556,0.2525294489778169
0.9757798592308327,0.12203361629786322
0.9908398121347843,0.16777818347203174
0.9253442908692656,0.16674358168435457
0.9657506620320685,0.2864301353783356
0.9657576231704698,0.28657799779543097
0.9836237375546487,0.1433610532393902
0.9811533576079077,0.23522665387898936
0.9754144998183835,0.15448218101668076
1.0043782481650385,0.1685976059069112
0.9859676264541628,0.15988852464695658
0.9280921473011924,0.1875368252750713
0.9682174622037567,0.06249821444637668
0.9805521703773542,0.23666259665117872
0.9874135080720239,0.15590083088764978
0.9637400532622944,0.13191163443406592
0.9680022884305804,0.15520585799521391
0.975982965316074,0.12439311815561922
0.980521082331421,0.22804150294567246
0.9252955513856531,0.16642953836344873
0.9598714646763382,0.016097558133868865
0.9772129118306794,0.15867237499825548
0.9280921473011899,0.18753682527507087
0.9903275837134756,0.18721973228372374
0.9776010447705865,0.16095227074933155
0.92860313075511,0.19144410631169884
0.9762126380117876,0.15929074673830682
0.9659461715049927,0.03369478439712008
0.97815552683182,0.164223797130749
0.9753878179267776,0.15433307106393906
0.9909380968148587,0.16836546414946463
0.9860449623785319,0.16033116090282606
0.9610578065593038,0.019046955134411542
0.9594361228950422,0.035781678213352146
0.9599954632986453,0.03704152112228582
0.9782308589995017,0.1646698668645716
0.9882539041679129,0.25121730842361845
0.9261581021812231,0.17299496351054047
0.9623348176558738,0.04639206933827161
0.9656098077229686,0.14250398661773617
1.008820029216656,0.1993200884209026
0.9621031684928182,0.043151299016010065
0.9759689129149879,0.12292651001027868
0.975653669755577,0.12143833439257765
0.9613716876773472,0.04111641497148556
0.9807072859476236,0.2298100763247699
0.9640083293663154,0.05343475093959998
0.9861222326457799,0.16077378630953412
0.9639526486375316,0.13432436912057383
0.9818768784175665,0.26135775045433185
1.0066675658958493,0.18418254665502948
1.004353572492357,0.1684527103522731
0.9673820800835198,0.12069403931841001
0.9657157538468717,0.2856907912032557
0.9720491238979544,0.14506307299434115
0.9616528130377865,0.01961538666460612
0.9614121197706952,0.019101260050412464
1.0042300907690807,0.1677282149519558
0.9610713911124287,0.04304693492880098
0.925343822710593,0.16674349654957374
0.9771868614189376,0.15852352867147296
0.9606090044770825,0.017387489476255204
0.9505795734971952,0.05432174976811973
0.9766719153965281,0.15554758669880642
0.9658006538271959,0.03369483141293276
0.9645495908254036,0.030494052200705005
0.985967626454162,0.1598885246469564
0.9617818078584475,0.0206901609499096
0.9794763134660724,0.13994656998146932
1.0055437428845582,0.17667499899570593
0.9599737110177222,0.03878446770995304
0.9609406021177975,0.03995070551934753
0.9664823920703971,0.15222787144931885
0.9843640183141026,0.15073983912445185
0.9678920741073969,0.05594726587406758
0.9603132269247969,0.03775789083775004
0.965900586378332,0.0348183036401217
0.9844270437677756,0.17554138253393717
0.9252223250488211,0.16595845193858966
0.9767912966773658,0.1627137605567387
0.9611616040312524,0.04054591557954375
0.9954125849163045,0.17924373165105267
0.9681844546988364,0.15610098452210094
0.9286640950367294,0.19191290598980146
0.9789165102277273,0.14276782463973955
0.9950700149429543,0.19525960545232146
0.9758744206449027,0.12248006753697288
0.995287414582938,0.17802946935766067
0.9677630163095907,0.05473210045169866
0.9784124961163202,0.17238527270961687
0.9783406462621979,0.17193932211445792
0.9792367178326878,0.1391940361954072
0.9676713009630176,0.1537231082216147
0.9746937706797856,0.17145415177344142
0.9284605861836229,0.19035017844110708
0.9607086641564987,0.0393307851100607
0.9279275193854855,0.18628626451470628
0.9620101280423773,0.021179976403214815
0.9873767842237496,0.18332336548252784
0.9772600330812966,0.1974452449468619
0.968462489381071,0.06339037377083998
0.9609152997194134,0.03911649941952667
0.9655482757197845,0.14580760529614042
0.9736282421804425,0.1513868527810759
0.9592275732870086,0.03531231848968818
0.9662534091765616,0.30086438933562437
0.9638669624024605,0.02843353811629174
1.0067346824157861,0.18461609866549894
0.964634940400634,0.054921581779041675
0.9834819718266122,0.14262182140062243
0.9751473411505928,0.15299102688497984
0.9657711137385799,0.03423850435217928
0.972316930360737,0.1462636400382222
0.9752542952325456,0.1535875030786098
0.9613318639400756,0.018929884031912658
0.960350526211495,0.04023002210753243
0.968645519566875,0.15820636713964437
0.9756536697555762,0.12143833439257758
0.9861222326457786,0.16077378630953382
0.9803238748734259,0.23144765247643584
0.9638633355633546,0.13387208817949028
0.9285420907353182,0.19097529068806113
0.9762005284632268,0.12543474264036528
0.9612318924459241,0.04394763839173667
0.9768904154464827,0.15676381554542285
0.9611996506641817,0.03975873973568942
0.9659199627341226,0.03417071001871847
0.9648019672355822,0.039096175405881374
0.991059330232764,0.16852526899555903
0.991068244860273,0.16912430627212663
0.9925710498970612,0.171585546188013
0.96624841767752,0.30071714807467625
0.9286437820233177,0.1917566412041377
0.9599694364238616,0.017995645840838525
0.9837669756491761,0.14734563285912766
0.9610028104499572,0.03931411258688063
0.9650763318776243,0.2700462713202697
0.9955182349761428,0.17949096473721446
1.0087388957312808,0.19874359562683586
0.9660332740523156,0.294531215507954
0.9888075187570461,0.18497692735864862
0.9780549798330037,0.16362901966985274
0.9270980404770458,0.18003216758079446
0.9783061242616423,0.16511592511599116
0.9590079488684299,0.03481825189333478
0.9283585159941696,0.18956874846458963
0.9609152997194196,0.03911649941952694
0.9277416668271232,0.1848792511653041
0.9753344314984829,0.1540348475111043
0.9909374505489126,0.1680783307036507
0.993302318051345,0.19126506818168434
0.9721232802754471,0.1376022901605873
0.983481971826612,0.14262182140062238
0.9601598502769698,0.03741205824148573
0.9667211110401069,0.05937940325417215
0.9624713989643942,0.04416958442878998
0.9676743132138571,0.15373825339167532
0.9678989469929691,0.052870959699389916
0.9824940450442421,0.13958869118081377
0.9882539041679121,0.25121730842361834
0.9828319644580765,0.14188906174804608
0.9618812597216383,0.04515275010325709
0.9860452036888001,0.15117851966770315
0.9654478064845101,0.04209366428102418
0.9803997270225007,0.23218452758892336
0.9286031307551149,0.19144410631169992
0.9759374231731315,0.12277769682824548
0.9680874803008047,0.05817964807077422
0.9948859107637601,0.19380244555957415
0.9608916613073683,0.02188317486307908
0.9653996701949983,0.278307656097071
0.9908225691889657,0.16765611559867516
1.0086373290958432,0.19802294949327065
0.9666073091490343,0.047643373254395854
0.9910833240433193,0.16852851152208667
0.9607164060113549,0.041650846288890014
1.006577982429661,0.18360445962611188
0.9620443666166218,0.0212534485198904
0.9675917781564427,0.053368414802335555
0.9615204300517315,0.045674802000761995
0.9617663713484274,0.025622434706364012
